00592977_1,00592977_2,1.0
08163855_1,08163855_2,1.0
06167441_1,05492730_2,0.7
06167441_1,06167441_2,1.0
06483000_1,06483000_2,1.0
03424520_1,03424520_2,1.0
02592845_1,05151760_3,0.602380952381
02487395_1,02487395_2,1.0
03199000_1,03199000_2,0.8875
03199000_1,03199000_4,0.8875
07121932_1,07121932_3,1.0
07121932_1,07121932_4,1.0
04659716_1,04445753_3,0.7
05677392_1,05677392_2,1.0
01344568_1,04219442_2,0.735714285714
01344568_1,04100844_2,0.575
01344568_1,06663011_2,0.533333333333
04100844_1,04219442_2,0.654761904762
04100844_1,04100844_2,1.0
04100844_1,06663011_2,0.75
01030486_1,04219442_2,0.533333333333
01030486_1,04100844_2,0.735714285714
01030486_1,06663011_2,0.694047619048
01344568_1,03600057_3,0.658333333333
04100844_1,03600057_3,0.491666666667
01030486_1,03600057_3,0.527380952381
01222635_1,01222635_2,1.0
03813865_1,03813865_2,1.0
04597763_1,04597763_2,1.0
04447948_1,04447948_3,1.0
04447948_1,04447948_5,1.0
07118057_1,06913647_2,0.525
04389510_1,04389510_2,1.0
07054671_1,07054671_3,0.949519230769
05440509_1,05440509_2,0.9
05440509_1,05678066_2,0.545454545455
00358757_1,00358757_2,1.0
04135297_1,07514846_2,0.785714285714
00582509_1,07514846_2,0.7
07514846_1,07514846_2,1.0
03890564_1,03890564_2,0.897435897436
07013900_1,07013900_3,0.91875
07013900_1,07013900_4,0.91875
07013900_1,07013900_5,0.91875
07013900_1,07013900_6,0.91875
07013900_1,07013900_7,0.91875
07013900_1,07013900_9,0.91875
07502562_1,07502562_2,1.0
07502562_1,06369940_2,0.741666666667
07502562_1,03612188_2,0.691666666667
07649922_1,07649922_2,1.0
07459528_1,07459528_2,1.0
07990847_1,05079000_2,0.620238095238
08165819_1,05079000_2,0.670238095238
07990847_1,05079000_4,0.620238095238
08165819_1,05079000_4,0.670238095238
01588144_1,02937192_2,0.721428571429
01588144_1,01768642_2,0.65
05282536_1,02937192_2,0.727777777778
05282536_1,01768642_2,0.655555555556
00480257_1,02937192_2,0.721428571429
00480257_1,01768642_2,0.6
04788309_1,04788309_3,0.9
02789961_1,02789961_2,0.922222222222
03706905_1,04944782_2,0.665873015873
03706905_1,04382619_2,0.54126984127
00947126_1,04944782_2,0.735714285714
00947126_1,04382619_2,0.4625
02959341_1,02959341_3,1.0
01863736_1,01863736_2,1.0
07837892_1,05186105_2,0.635714285714
05186105_1,05186105_2,1.0
05597403_1,05597403_2,0.921717171717
00646961_1,00646961_2,1.0
00646961_1,00646961_3,1.0
06184636_1,01813721_2,0.7
06184636_1,08025870_2,0.75
06184636_1,06184636_2,1.0
07470773_1,02879823_2,0.597660818713
07470773_1,07496507_2,0.502777777778
05727173_1,02750304_2,0.791666666667
01415181_1,03681880_2,0.55
01415181_1,00972751_2,0.733333333333
01415181_1,02346990_2,0.7125
01415181_1,00077397_2,0.65
01415181_1,01735306_2,0.68125
01415181_1,05973217_2,0.721428571429
05767334_1,03681880_2,0.55
05767334_1,00972751_2,0.685714285714
05767334_1,02346990_2,0.757142857143
05767334_1,00077397_2,0.685714285714
05767334_1,01735306_2,0.7125
05767334_1,05973217_2,0.685714285714
04873000_1,06827262_3,0.55625
05557665_1,05557665_2,1.0
05282562_1,05282562_4,1.0
01637352_1,01637352_2,1.0
00950129_1,00950129_2,1.0
05665954_1,00950129_2,0.545833333333
00739117_1,00950129_2,0.55
01371304_1,00950129_2,0.591666666667
00950129_1,05665954_3,0.545833333333
05665954_1,05665954_3,1.0
00739117_1,05665954_3,0.627777777778
01371304_1,05665954_3,0.6
00831998_1,00831998_2,1.0
03629802_1,06784551_2,0.591666666667
01328544_1,01328544_2,1.0
01328544_1,01328544_4,1.0
01328544_1,01328544_6,1.0
01328544_1,01328544_7,1.0
01328544_1,01328544_8,1.0
04112341_1,06876074_2,0.384126984127
06932216_1,06932216_2,1.0
04144887_1,06932216_2,0.666666666667
06932216_1,04144887_3,0.666666666667
04144887_1,04144887_3,1.0
04269485_1,06207832_2,0.728571428571
06852565_1,06852565_3,1.0
06158135_1,06158135_2,1.0
06158135_1,06158135_3,1.0
06158135_1,06158135_4,1.0
06158135_1,06158135_5,1.0
06158135_1,06158135_6,1.0
06158135_1,06158135_7,1.0
06158135_1,06158135_8,1.0
06158135_1,06158135_9,1.0
05746519_1,05746519_2,0.908333333333
05746519_1,05746519_3,0.908333333333
05746519_1,05746519_4,0.854761904762
05746519_1,05746519_5,0.908333333333
05746519_1,05746519_7,0.908333333333
05746519_1,05746519_8,0.908333333333
01439370_1,01439370_2,1.0
07572712_1,07572712_2,1.0
06526826_1,04210419_2,0.7
06526826_1,06526826_2,1.0
05865177_1,05865177_3,1.0
00267421_1,00267421_2,1.0
00267421_1,02591124_2,0.557142857143
00267421_1,03243435_2,0.521428571429
01882632_1,01882632_2,1.0
05064293_1,00320120_2,0.608333333333
05064293_1,02485603_2,0.735714285714
06234851_1,00320120_2,0.649305555556
06234851_1,02485603_2,0.552777777778
05688560_1,00320120_2,0.31875
05688560_1,02485603_2,0.475
05064293_1,03482854_3,0.65
06234851_1,03482854_3,0.621527777778
05688560_1,03482854_3,0.31875
01392207_1,01392207_3,0.785714285714
06378226_1,03938961_2,0.519047619048
06378226_1,06102533_2,0.7
01058220_1,05121945_2,0.49375
01058220_1,01802404_2,0.549305555556
07126662_1,05121945_2,0.575
07126662_1,01802404_2,0.576984126984
04797007_1,05121945_2,0.521428571429
04797007_1,01802404_2,0.576984126984
01269410_1,05121945_2,0.666666666667
01269410_1,01802404_2,0.576984126984
01465885_1,01465885_2,1.0
04608160_1,02693939_2,0.610714285714
07601549_1,02693939_2,0.483333333333
02693939_1,02693939_2,1.0
07589925_1,02711492_2,0.550892857143
04698107_1,02711492_2,0.714285714286
00589966_1,00589966_2,1.0
03778616_1,00589966_2,0.777777777778
05561066_1,07586991_2,0.65
07767820_1,05757662_2,0.685714285714
07647772_1,05757662_2,0.733333333333
06248235_1,05757662_2,0.65
02235222_1,04872046_2,0.633333333333
03139833_1,04872046_2,0.55
02235222_1,02235222_3,1.0
03139833_1,02235222_3,0.721428571429
05133205_1,08030441_2,0.7
05133205_1,00011498_2,0.65
05133205_1,03596735_2,0.85
05133205_1,04876882_2,0.75
05133205_1,04532892_2,0.7
05133205_1,07937490_2,0.757142857143
05133205_1,00714255_2,0.65
03188671_1,08030441_2,0.65
03188671_1,00011498_2,0.785714285714
03188671_1,03596735_2,0.771428571429
03188671_1,04876882_2,0.685714285714
03188671_1,04532892_2,0.65
03188671_1,07937490_2,0.857142857143
03188671_1,00714255_2,0.75
00425720_1,00425720_2,1.0
00425720_1,00425720_3,1.0
05535651_1,05535651_2,1.0
06999265_1,06999265_3,1.0
07856337_1,07856337_3,0.947222222222
07499816_1,07499816_3,1.0
00344766_1,00344766_2,1.0
02121060_1,06615223_2,0.65
06615223_1,06615223_2,0.91875
07851260_1,01526457_2,0.691666666667
07851260_1,07851260_2,1.0
07474609_1,04612814_2,0.495352564103
02523615_1,02523615_2,1.0
04133808_1,04133808_2,1.0
04133808_1,04133808_3,1.0
06435356_1,02555789_2,0.7
06435356_1,03281342_2,0.65
06435356_1,07383627_2,0.721428571429
06435356_1,05738034_2,0.691666666667
05339289_1,02555789_2,0.6
05339289_1,03281342_2,0.757142857143
05339289_1,07383627_2,0.6
05339289_1,05738034_2,0.635714285714
01043495_1,01043495_2,1.0
